"name","metric","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","cmi_max","cmi_mean","cmi_min","cmi_range","fgd","gdd0","gddlgd0","gdgfgd0","gsl","gsp","gst","ngd0","longitude","latitude"
"Ajuga australis","median",14.15,10.1,0.432999992370605,466.8,26.35,3.65000000000003,23.2,16.2500000000001,13.5,19.7500000000001,8.45000000000005,766.05,91.95,42.1,25.5,251.7,137.6,216.1,165,22.8,-34.4,-99.4,124.1,6,5139.2,169,229,293,759.05,12.95,365,149.2379,-34.1837
"Ajuga australis","Q05",8.65000000000003,7.1,0.394150005578995,304.9,19.45,-1.04999999999995,16,3.85000000000002,6.95000000000005,13.7500000000001,2.95000000000005,319.78,37.4,15.7,13.6,104.8,55.615,68.1,96.915,-17.9,-89.755,-183.6,69.8,3,3132.785,156.55,209,131.15,319.78,8.65000000000003,365,140.692985,-40.633525
"Ajuga australis","Q95",18.65,11.7,0.478000020980835,559.6,31.65,8.55000000000001,26.7,24.45,20.7500000000001,24.95,12.55,1271.64,173.855,62.2849999999999,46.3849999999999,473.8,203.5,403.785,406.21,107.985,12.7849999999999,-54.6,216.07,82,6794.8,190,241.45,365,1202.1,18.05,365,152.296555,-28.322955
"Ajuga australis","range",10,4.6,0.0838500154018402,254.7,12.2,9.59999999999997,10.7,20.6,13.8,11.2,9.59999999999997,951.86,136.455,46.5849999999999,32.7849999999999,369,147.885,335.685,309.295,125.885,102.54,129,146.27,79,3662.015,33.45,32.45,233.85,882.32,9.39999999999998,0,11.60357,12.31057
"Ajuga australis","optimum",13.49,10.2,0.429,494.1,25.31,5.34,22.7,21.91,12.52,18.52,9.92,735.6,80,42.9,21.6,228.4,138.5,223.4,151.8,11.5,-28.7,-100.7,113.4,5,4914.9,162,236,362,730.5,13.08,365,150.415,-36.849
"Alchemilla alpina","mean",2.79,6,0.258,606.2,14.62,-8.64,23.3,3.79,2.72,10.95,-4.5,1791.8,216.4,87.1,27.9,596.3,289.2,419.7,490.2,173,92.3,-0.1,173.1,177,1640.8,299,99,152,6346768.7,7.84,234,5.617,59.317
"Alchemilla alpina","median",2.45000000000005,5.8,0.249000000953674,640.6,14.45,-9.24999999999994,24.4,3.95000000000005,4.15000000000003,10.7500000000001,-4.84999999999997,1601.4,187.9,79.8,28.8,517,268.7,386.9,426.5,145,76,-4.7,157.4,183,1503.5,300,104,121,577.1,7.85000000000002,208,7.5931,61.0706
"Alchemilla alpina","Q05",-1.24999999999994,2.8,0.179999995231628,371.86,11.15,-15.35,13.9,-5.24999999999994,-6.62999999999997,7.95000000000005,-10.45,841.08,107.2,40,15.7,288.52,131.7,231.82,164.22,58.32,17.8,-57.2,80.7,66,935.56,280,60,55,280.62,4.85000000000002,161,-18.98352,44.74094
"Alchemilla alpina","Q95",7.45000000000005,9.5,0.344000005722046,779.06,18.83,-0.649999999999977,29.7,11.45,10.45,14.65,2.32999999999996,3327.16,410.5,158.2,38,1128.76,513.34,711.98,1047.86,373.08,219.78,72.3799999999999,320.18,237,2742.8,343,126,365,2635.02,10.7500000000001,365,19.02668,69.37584
"Alchemilla alpina","range",8.69999999999999,6.7,0.164000010490417,407.2,7.67999999999992,14.7,15.8,16.7,17.08,6.69999999999999,12.7799999999999,2486.08,303.3,118.2,22.3,840.24,381.64,480.16,883.64,314.76,201.98,129.58,239.48,171,1807.24,63,66,310,2354.4,5.90000000000003,204,38.0102,24.6349
"Alchemilla alpina","optimum",1.11,5.6,0.241,685.5,14.03,-12.21,24.8,9.62,7.59,10.59,-8.01,1402.5,145.6,61.9,32.1,409.5,234,342.8,211,112.3,44.9,-15.6,98.7,187,1314.9,294,109,114,-175.7,8.02,188,7.052,61.417
"Alchemilla vulgaris","mean",5.87,6.3,0.239,715.4,20.13,-6.61,26.7,12.35,1.25,15.3,-3.05,910.3,108.4,48.4,26.1,299.9,159.8,275.2,204,67.6,18.8,-39.6,107.1,121,2507.5,315,78,214,59372,10.97,266,16.53,56.913
"Alchemilla vulgaris","median",6.05000000000001,6.4,0.23199999332428,716.8,20.55,-6.34999999999997,27.1,14.95,0.650000000000034,15.65,-2.74999999999994,750.9,92.6,36.9,27.8,255.9,121.1,249.6,155.4,53.8,9.9,-46.5,100.2,125,2504.7,326,79,201,480.3,11.35,257,15.8916,58.7232
"Alchemilla vulgaris","Q05",2.35000000000002,4.2,0.158000004291534,553.42,15.85,-11.95,20.2,1.95000000000005,-4.24999999999994,11.95,-8.34999999999997,603.04,73,30.2,11.5,202.8,97.4,198.8,115.4,32.7,-8.9,-65.5,75.4,54.85,1734.44,289,46,142,393.04,8.35000000000002,204,4.3868,46.521
"Alchemilla vulgaris","Q95",9.05000000000001,8.6,0.334999990463257,890.4,22.45,-1.24999999999994,31.3,16.7500000000001,10.55,17.35,1.75000000000006,1803.64,199.02,114.7,35.3,555.1,372.04,453.76,467.1,155.4,84.4,10.1599999999999,158.16,160,3309.52,356,103,365,1219.04,12.2500000000001,365,27.64682,63.29994
"Alchemilla vulgaris","range",6.69999999999999,4.4,0.176999986171722,336.98,6.60000000000002,10.7,11.1,14.8,14.8,5.39999999999998,10.1,1200.6,126.02,84.5,23.8,352.3,274.64,254.96,351.7,122.7,93.3,75.6599999999999,82.76,105.15,1575.08,67,57,223,826,3.90000000000003,161,23.26002,16.77894
"Alchemilla vulgaris","optimum",6.34,6.5,0.23,713.7,21.19,-4.96,29.5,15.65,0.77,15.87,-1.97,710.3,89.6,33,29.2,245.6,108.9,232.8,135.1,50.7,8,-52.1,97,126,2551,323,81,194,-16.1,11.51,243,15.575,59.125
"Alectoria ochroleuca","mean",-1.39,6.5,0.234,814.3,13.87,-15.69,29.6,6.7,-6.49,9.38,-11.34,1166.4,156.1,52.7,37.5,425.7,177.2,373.2,246.3,99,47.2,-15.1,114,181,1217.9,286,120,112,24210717.5,7.69,177,-19.822,59.045
"Alectoria ochroleuca","median",-0.299999999999955,6.4,0.230999994277954,738.05,14.05,-14.15,28.2,8.05000000000001,-5.24999999999994,9.65000000000003,-9.44999999999999,1012.95,136.6,45.6,34.4,368.7,151.35,339,191.75,81,35.6,-21.5,96.2,181,1179.6,289,117,105,390.6,7.85000000000002,174,8.90735,61.9173
"Alectoria ochroleuca","Q05",-11.065,4.085,0.125999999046326,435.595,8.75000000000006,-31.75,17.6,-3.96499999999998,-26.865,4.45000000000005,-27.65,383.77,64.5,11.385,20.3,168.385,41.17,147.885,43.5,22.7,-5.22,-65.96,67.1,140,441.1,253,89,40.3,133.485,3.95000000000005,103,-146.4692,46.383675
"Alectoria ochroleuca","Q95",4.95000000000005,9.4,0.33414999127388,1404.57,18.65,-4.44999999999999,45.9,12.55,6.05000000000001,13.365,-0.834999999999999,2427.595,300.53,118.015,65.315,839.945,389.26,745.69,646.679999999999,235.96,139.2,61.26,221.48,230,2070.75,318,158,204.7,429496729.5,10.65,276,33.65033,69.84268
"Alectoria ochroleuca","range",16.015,5.315,0.208149992227554,968.975,9.89999999999998,27.3,28.3,16.515,32.915,8.91499999999994,26.815,2043.825,236.03,106.63,45.015,671.56,348.09,597.805,603.179999999999,213.26,144.42,127.22,154.38,90,1629.65,65,69,164.4,429496596.015,6.69999999999999,173,180.11953,23.459005
"Alectoria ochroleuca","optimum",0.33,5.6,0.237,713.7,14.38,-13.75,28.2,9.83,-5.02,9.94,-8.72,810.4,124.4,41.9,33.1,300.7,133.8,289.6,163.4,54.2,23.2,-37.6,84.1,173,1206.7,290,112,105,-104.5,8.27,181,11.82,61.822
"Allium geyeri","mean",4.81,12.3,0.351,823.2,24,-11.11,35.1,10.08,2.96,15.66,-5.43,656.1,97,27.1,40.8,251.8,96.4,202.1,136.6,24.5,-34.2,-121.7,146.2,128,2455,312,83,146,267944,10.95,237,-109.082,39.621
"Allium geyeri","median",4.75000000000006,12.4,0.353999996185303,818.4,23.95,-11.35,35.2,11.2500000000001,1.25000000000006,15.7500000000001,-5.74999999999994,584.7,86.7,23.2,39.8,222.6,78.8,183.8,113,15.6,-40.9,-123.4,144.1,128,2349.3,310,83.5,145,316,11.35,231,-107.6957,38.8329
"Allium geyeri","Q05",-1.94999999999999,10.3,0.289200010299683,714.16,17.55,-18.35,31.1,-2.94999999999999,-11.55,9.25000000000006,-12.2499999999999,298.62,42.3,9.7,21.02,111.06,36,62.1,42.52,-13.7,-71.1,-170.98,86.72,55,1051.32,282,25,76,177.34,7.45000000000005,151,-118.57464,33.47166
"Allium geyeri","Q95",11.05,14.4,0.405000019073486,970.02,30.35,-4.14999999999998,40.1,18.85,20.35,22.05,1.13000000000002,1254.5,179.48,63.06,65.6,459.2,226.8,389.34,293.88,80.64,23.64,-68.36,214.36,204,4109.4,342,133,217,541.96,12.85,346,-105.03426,47.67994
"Allium geyeri","range",13,4.1,0.115800008773804,255.86,12.8,14.2,9,21.8,31.9,12.8,13.38,955.88,137.18,53.36,44.58,348.14,190.8,327.24,251.36,94.34,94.74,102.62,127.64,149,3058.08,60,108,141,364.62,5.39999999999998,195,13.54038,14.20828
"Allium geyeri","optimum",3.66,12,0.374,810.9,24.09,-11.96,35.3,11.4,-6.48,16.13,-6.77,497.5,71.5,22.9,41.7,190.7,67.4,163.2,77.1,0.6,-44.8,-136.1,146.1,132,2380.7,306,80,147,1.3,11.91,219,-105.74,37.882
"Allocetraria madreporiformis","mean",-3.36,9.5,0.279,902.6,14.9,-19.54,34.4,5.55,-11.67,8.52,-14.42,1062.2,147.5,49,41,397.8,167,369.6,181.9,70.8,26.2,-30,100.8,188,1078.4,279,129,89,39608067.6,7.24,154,-41.109,49.499
"Allocetraria madreporiformis","median",-2.94999999999999,9.5,0.309999990463257,853.6,15.2500000000001,-18.85,35.5,6.65000000000003,-11.95,8.25000000000006,-13.2499999999999,921.1,134.8,43.3,35.3,348.2,142.8,312.4,147.9,46.8,6.7,-48.9,92,194,915.1,278,135,78,259.5,7.15000000000003,144,-104.754,46.05
"Allocetraria madreporiformis","Q05",-13.7499999999999,3.93,0.112300000190735,657.53,5.24000000000004,-34.12,25.93,-10.18,-29.71,2.75000000000006,-30.83,243.89,44.74,7.9,16.93,116.86,26.7,100.34,27.4,10.1,-30.1,-96.26,57.64,114.2,255.275,249,74.2,31.4,78.44,3.39000000000005,89.25,-134.14999,38.72987
"Allocetraria madreporiformis","Q95",6.39000000000005,13.7,0.365000009536743,1428.77,22.62,-8.17999999999997,45.57,14.92,5.36000000000004,15.62,-2.57999999999996,2261,283.87,120.08,72.07,788.64,401.74,767.06,430.18,177.18,121.17,76.64,191.51,234.4,2597.55,329,162,182,429496729.5,11.95,267.75,87.68697,74.5149
"Allocetraria madreporiformis","range",20.14,9.77,0.252700009346008,771.24,17.38,25.94,19.64,25.1,35.07,12.87,28.25,2017.11,239.13,112.18,55.14,671.78,375.04,666.72,402.78,167.08,151.27,172.9,133.87,120.2,2342.275,80,87.8,150.6,429496651.06,8.56,178.5,221.83696,35.78503
"Allocetraria madreporiformis","optimum",-2.9,8.8,0.326,853.4,17.06,-18.77,36.7,6.49,-12.93,8.64,-13.15,874.9,132.2,14.4,30.6,342.4,53.5,297.1,138.3,29.7,-1.4,-59.3,91.5,196,932.6,277,137,74,-227.3,7.49,140,-109.494,40.433
"Alopecurus magellanicus","mean",-6.97,5.5,0.18,1011.1,10.85,-22.54,33.4,0.82,-12.84,6.46,-18.98,635.2,91.4,28.1,45.1,241.8,94.4,189.6,140.8,53.4,11.8,-50.4,103.9,184,809,263,147,96,105994856.7,6.65,137,-36.692,63.558
"Alopecurus magellanicus","median",-8.04999999999995,5,0.150999999046326,1004.1,10.7500000000001,-22.65,35,2.35000000000002,-12.5,5.55000000000001,-18.45,470.2,68.3,19.1,40.85,179.7,66.1,149.75,103.05,36.7,3.5,-53.2,92.2,188,550,261,155,77,271.15,6.65000000000003,111,-68.31995,69.7666
"Alopecurus magellanicus","Q05",-16.65,3,0.1,393.105,2.65000000000003,-36.615,16.7,-15.95,-32.35,1.08500000000002,-33.05,213.635,39.17,6.035,21.6,102.5,20.9,71.835,21.535,7.5,-25.1,-104.9,64.3,113.1,130.3,228,78,17,30.135,2.15000000000003,68,-160,39.59537
"Alopecurus magellanicus","Q95",5.41500000000002,11.5,0.345000004768372,1587.05,22.515,-3.54999999999995,50.4,11.2500000000001,7.21500000000004,14.35,0.115000000000013,1695.12,217.965,87.265,82.5,595.064999999999,286.9,397.515,482.665,169.4,82.9,11.6,183.7,237,2229.7,320,171,280.4,429496729.5,11.85,322,151.20297,79.68101
"Alopecurus magellanicus","range",22.065,8.5,0.245000004768372,1193.945,19.865,33.065,33.7,27.2,39.565,13.265,33.165,1481.485,178.795,81.23,60.9,492.564999999999,266,325.68,461.13,161.9,108,116.5,119.4,123.9,2099.4,92,93,263.4,429496699.365,9.69999999999999,254,311.20297,40.08564
"Alopecurus magellanicus","optimum",-8.12,4.1,0.124,806,13.18,-19.29,37.7,1.59,-3.78,3.09,-15.92,422.5,52.8,9.2,27.3,144.8,30.7,116.3,34.6,35.3,0.5,-54.4,85.9,188,298,260,160,73,-985.6,6.93,102,-97.015,77.733
"Alopecurus pratensis","mean",8.46,6.6,0.28,623.3,21.27,-2.62,23.9,11.76,4.55,16.57,0.62,870.4,99.2,46.1,22.3,278.4,160,243.7,206.5,58.7,6.3,-51.8,110.5,101,3245.2,313,69,305,764.4,10.6,328,7.612,53.092
"Alopecurus pratensis","median",9.15000000000003,6.7,0.291000008583069,569.25,21.15,-1.04999999999995,22.2,12.7500000000001,5.45000000000005,16.45,1.55000000000001,846.25,89.15,43.8,20.4,251.8,158.3,231.6,202.7,51.5,1.8,-52.6,104.7,111,3377.3,329,73,365,790.05,10.35,365,8.73485,52.45575
"Alopecurus pratensis","Q05",4.15000000000003,4.1,0.188999998569489,415.8,18.05,-11.35,16.8,3.25000000000006,-2.74999999999994,14.45,-7.64999999999998,587.925,66.7,26.5,10.4,190.3,93.825,159.225,110.6,26.6,-18.1,-82.28,71.2,40,2312.9,28.3,35,173,398.85,8.55000000000001,220,-2.998225,46.888075
"Alopecurus pratensis","Q95",10.65,9.2,0.353999996185303,952.3,24.95,2.25000000000006,33.6,18.65,13.2250000000001,19.15,5.15000000000003,1392.75,173.3,78.5,41.1,483.175,259.375,383.275,349.1,109.6,46.4,-12.72,146.1,167,3914.175,356.7,100,365,1179.95,13.35,365,37.3056,60.3262
"Alopecurus pratensis","range",6.5,5.1,0.164999997615814,536.5,6.90000000000003,13.6,16.8,15.4,15.975,4.69999999999999,12.8,804.825,106.6,52,30.7,292.875,165.55,224.05,238.5,83,64.5,69.56,74.9,127,1601.275,328.4,65,192,781.1,4.80000000000001,145,40.303825,13.438125
"Alopecurus pratensis","optimum",10.05,6.9,0.313,553.1,21.2,0.23,21.7,16.53,6.18,15.79,3.09,881.2,87.2,45.5,12.8,246.7,173.6,236,218,49.8,-1.1,-52.6,102.8,121,3695.7,338,74,364,869.9,10.23,365,5.704,51.873
"Anaphalis lactea","mean",3.39,11.1,0.312,855.2,18.85,-16.46,35.3,13.03,-6.58,13.86,-7.91,1220.2,196.5,39.7,76.3,517.7,138.6,511.7,172.2,83.6,19.7,-36.4,120,122,2254.8,305,90,149,696.3,10.5,227,110.443,35.114
"Anaphalis lactea","median",2.95000000000005,12,0.331499993801117,869.55,18.3,-17.45,35.6,13.15,-6.94999999999999,13.45,-8.34999999999997,665.55,141.8,3.4,87.7,385.5,14.45,385.5,15.3,19.3,-26.75,-69.4,92.3,116,2066.6,306.5,90.5,142,552.35,10.2500000000001,221.5,102.2273,35.89
"Anaphalis lactea","Q05",-3.04999999999995,6.9,0.205099995136261,604.845,13.35,-25.145,27.02,7.66000000000003,-15.2249999999999,8.45000000000005,-15.2349999999999,304.765,66.175,1.505,21.205,169.6,6.1,169.405,6.205,-21.9,-60.115,-101.845,60.83,54,1015.265,279,48.3,56.15,261.655,6.76000000000006,158,96.497385,29.679075
"Anaphalis lactea","Q95",12.125,14.1,0.39300000667572,976.33,26.835,-4.78499999999995,39.79,21.89,3.30500000000001,22.425,1.90500000000003,3703.565,455.815,206.585,105.71,1161.955,712.455,1141.45,941.504999999999,341.925,230.375,127.68,243.205,221.75,4469.13,337.35,128,298.85,1634.87,15.33,363.45,137.8125,38.4175
"Anaphalis lactea","range",15.175,7.2,0.187900011539459,371.485,13.485,20.36,12.77,14.23,18.53,13.975,17.14,3398.8,389.64,205.08,84.505,992.355,706.355,972.045,935.299999999999,363.825,290.49,229.525,182.375,167.75,3453.865,58.35,79.7,242.7,1373.215,8.56999999999996,205.45,41.315115,8.738425
"Anaphalis lactea","optimum",2.95,12.8,0.343,918.7,16.03,-18.66,35.5,12.74,-7.81,12.76,-8.81,534.6,108.8,2.9,90.2,303.2,12.2,301.7,12.7,-0.8,-36.5,-79,76,99,1560.8,303,90,152,455.9,9.76,220,101.273,36.477
"Andromeda polifolia","mean",4.02,6.5,0.228,789.5,19.06,-9.86,28.9,10.51,-0.85,14.35,-5.9,1095,134.3,54.2,29,369.7,180,315.9,252.5,92.2,37.3,-27.5,119.7,145,2213,311,91,181,474375.7,10.66,238,-0.889,58.418
"Andromeda polifolia","median",4.55000000000001,6.4,0.227999997138977,756.2,19.65,-9.64999999999998,28.3,11.85,-0.949999999999989,14.7500000000001,-5.64999999999998,901.05,111.15,45,28,304.85,154.9,287.3,187.25,67.6,24.1,-31.7,102.6,142,2260.25,314,90,175,543.9,10.85,231,11.8028,59.7862
"Andromeda polifolia","Q05",-1.14999999999998,4.3,0.15900000333786,535.225,13.85,-19.925,19.725,-2.04999999999995,-11.55,10.05,-14.85,614.7,79.2,23.35,14.1,221.8,81.675,215,89.35,31.925,-5.9,-63.775,71.1,104,1219.2,284,61,93,315.675,7.55000000000001,169,-93.5361,45.417075
"Andromeda polifolia","Q95",8.95000000000005,9.2,0.316000008583069,1167.4,24.05,-0.449999999999989,41.7,17.55,8.95000000000005,18.2500000000001,1.95000000000005,2268.45,271.05,113.75,48.5,758.025,368.825,528.4,678.875,239.4,132.425,23.6,232.35,199,3366.225,346,120,365,1161.2,13.7500000000001,365,37.697625,68.9944
"Andromeda polifolia","range",10.1,4.9,0.157000005245209,632.175,10.2,19.475,21.975,19.6,20.5,8.20000000000005,16.8,1653.75,191.85,90.4,34.4,536.225,287.15,313.4,589.525,207.475,138.325,87.375,161.25,95,2147.025,62,59,272,845.525,6.20000000000005,196,131.233725,23.577325
"Andromeda polifolia","optimum",5.35,6.6,0.237,735,20.06,-10.41,28.4,15.47,0.1,15.33,-6.69,762.1,95.4,36.3,27.8,258.9,117.7,251.8,145.4,53.4,17.6,-35.5,97.9,128,2444.5,323,88,187,-46.4,11.22,238,10.887,59.941
"Androsace chamaejasme","mean",-1.23,8.8,0.279,857.1,15.57,-16.81,32.4,8.62,-8.87,9.9,-11.89,1378.8,188.1,69.2,41.4,516.1,230.6,493.9,249,101.7,54.4,1.1,100.6,176,1304.2,290,114,114,13285725.4,8.1,179,-40.093,51.566
"Androsace chamaejasme","median",-0.549999999999955,9.3,0.311999988555908,745.2,15.2500000000001,-15.7499999999999,30.5,8.95000000000005,-8.64999999999998,9.65000000000003,-10.2499999999999,1328,180.8,62.4,35.1,493.6,215.3,460.3,230.4,92.2,49.1,-0.8,90.4,176,1192.2,291,117,107,477.9,8.15000000000003,176,7.993,47.5485
"Androsace chamaejasme","Q05",-10.2699999999999,4.4,0.128799996376038,627.3,10.15,-29.05,25.2,2.45000000000005,-20.57,5.53000000000002,-25.45,324.62,60.58,9.68,18.36,159.1,32.78,137.9,35,8.8,-21.24,-85.92,54.88,126,547.34,259,70,53,132.9,4.45000000000005,114,-160.016,39.60614
"Androsace chamaejasme","Q95",5.85000000000002,12.4,0.349000000953674,1358.9,21.35,-7.54999999999995,44,14.55,1.35000000000002,14.85,-2.64999999999998,2594.82,329.66,153.2,79.7,918.74,504.28,910.78,528.98,222.54,149.92,98,170.58,224,2422.72,325,149,193,1189.58,11.55,262,88.91454,69.37544
"Androsace chamaejasme","range",16.12,8,0.220200004577637,731.6,11.2,21.5,18.8,12.1,21.92,9.32,22.8,2270.2,269.08,143.52,61.34,759.64,471.5,772.88,493.98,213.74,171.16,183.92,115.7,98,1875.38,66,79,140,1056.68,7.09999999999997,148,248.93054,29.7693
"Androsace chamaejasme","optimum",0.44,9.7,0.332,689.3,14.78,-14.21,28.7,9.3,-8.15,9.22,-8.8,643.2,130.7,19.7,29.8,325,67.6,312.4,77.8,24.4,0.4,-54.4,83.7,168,1006.9,297,121,96,-190.1,7.97,179,11.016,47.071
"Androsace obtusifolia","mean",-1.15,9,0.306,739.2,13.71,-15.76,29.5,3.67,-6.12,8.38,-10.6,1664,200.5,90.6,26.2,549.2,308.6,507.7,332.7,124.5,72.7,15.9,108.6,201,1061,290,121,89,58310426.9,6.54,171,0.188,46.99
"Androsace obtusifolia","median",-1.34999999999997,9.1,0.310999989509583,723.5,13.2500000000001,-15.7499999999999,29,5.45000000000005,-8.34999999999997,8.05000000000001,-10.55,1678.1,200.7,89.5,23.7,545,306.5,484.5,317.1,121.8,72.8,17.6,103.2,200,964.8,289,124,86,459.6,6.45000000000005,166,7.706,46.36
"Androsace obtusifolia","Q05",-5.04999999999995,7.75,0.277999997138977,676.45,10.15,-20.65,27.5,-8.84999999999997,-13.45,5.05000000000001,-15.05,799.05,110.6,30.1,10.3,299.95,100.05,267.9,112.5,42.9,2.4,-56.4,67.5,145.55,516.75,268,84.3,26.7,130.55,2.85000000000002,124,-115.06175,44.9453
"Androsace obtusifolia","Q95",3.75000000000006,10.1,0.341000008583069,856.15,18.9,-10.55,34.3,11.5,9.45000000000005,13.15,-5.39999999999998,2463.85,288.75,151.75,49.8,802.3,494.1,795,566.3,203.7,136.7,82.6,161.3,251,1927.25,314,145,163,429496729.5,10.65,231,13.625,51.08335
"Androsace obtusifolia","range",8.80000000000001,2.35,0.0630000114440918,179.7,8.75,10.1,6.8,20.35,22.9,8.10000000000002,9.64999999999998,1664.8,178.15,121.65,39.5,502.35,394.05,527.1,453.8,160.8,134.3,139,93.8,105.45,1410.5,46,60.7,136.3,429496598.95,7.80000000000001,107,128.68675,6.13804999999999
"Androsace obtusifolia","optimum",-1.98,9.3,0.306,726.2,12.88,-16.05,28.9,6.88,-9.66,7.84,-11.11,1719.7,203.8,94.6,12.8,514.8,317.5,409,273.3,111.7,72.4,20.7,90.3,195,846.9,287,127,92,-183.1,6.29,159,6.929,47.008
"Androsace ochotensis","mean",-9.05,5.8,0.144,1259.1,13.05,-27.12,40.2,6.02,-16.46,7.9,-23.6,556,104.6,18.6,65,269.6,64.9,251.6,81.9,46.7,9.7,-47.6,94.3,185,786.5,263,142,76,224,7.09,122,-72.805,67.059
"Androsace ochotensis","median",-9.84999999999997,6.2,0.144000005722046,1279.1,13.65,-27.95,41.4,6.65000000000003,-19.35,7.95000000000005,-24.35,521.3,109.2,14.4,68.5,283.8,49.5,264.6,58.5,41.1,6.4,-48.4,90.6,179,798.1,260,143,77,237.7,7.45000000000005,119,-145,68.3664
"Androsace ochotensis","Q05",-12.45,3.3,0.106499999761581,898.2,8.60000000000005,-33.85,28.55,2.25000000000006,-27,4.15000000000003,-30.4,297.7,45.4,9.05,31.4,123.25,31.9,113.35,37,16.55,-6.75,-64.1,65.3,162.5,365.75,248.5,132,45,81.95,4.05000000000001,97.5,-175.42435,60.6369
"Androsace ochotensis","Q95",-4.04999999999995,7.65,0.169500005245209,1545.05,17.2,-18.5,48.2,10.8500000000001,-1.34999999999997,11.2500000000001,-15.45,919.85,153.5,38.95,103,381.55,151.4,372.85,217.5,91.5,34,-28.1,136.6,220.5,1213.75,286,154.5,103,317,10,146.5,176.76345,70.885
"Androsace ochotensis","range",8.40000000000003,4.35,0.0630000054836273,646.85,8.59999999999999,15.35,19.65,8.59999999999999,25.65,7.10000000000002,14.95,622.15,108.1,29.9,71.6,258.3,119.5,259.5,180.5,74.95,40.75,36,71.3,58,848,37.5,22.5,58,235.05,5.95000000000002,49,352.1878,10.2481
"Androsace ochotensis","optimum",-10.39,6.5,0.161,1279.3,14.14,-28.36,41.5,6.99,-20.35,7.92,-24.76,511.6,114.4,12.2,76.4,296.9,43.6,290.9,51.8,36.7,3.5,-48.1,87.4,174,808.4,257,143,80,255.2,7.8,116,-155.203,68.764
"Androsace septentrionalis","mean",2.84,8.8,0.254,921.9,20.94,-13.5,34.4,11.94,-3.8,14.77,-8.79,638.1,89.2,28.1,39.6,237.5,97.4,217.3,122,32.8,-14.3,-79.1,111.9,131,2206.4,293,95,168,2881815.2,10.98,227,-26.14,51.141
"Androsace septentrionalis","median",3.35000000000002,8.6,0.234999990463257,856.2,21.05,-13.05,35,14.35,-2.54999999999995,15.7500000000001,-7.94999999999999,585.95,81.8,27.8,33.2,219.8,92.25,208.35,109.1,29.3,-13.95,-74.4,102.8,126,2354.7,301,93,161,350.1,11.2500000000001,215,9.6658,53.1982
"Androsace septentrionalis","Q05",-5.44999999999999,3.1,0.135000002384186,596.75,14.55,-27.65,20.225,-4.02499999999996,-18.025,8.05000000000001,-21.85,329.575,53.4,7.4,17.3,139.825,28.425,120.55,31.825,-4.4,-54.5,-144.395,73.305,62,850.815,259,50,69,171.75,6.95000000000005,136,-133.636325,36.166075
"Androsace septentrionalis","Q95",8.05000000000001,13.7,0.380999994277954,1388.05,26.05,-1.44999999999999,47.5,18.55,11.65,19.05,0.850000000000023,1153.575,151.875,59.3,81.35,397.8,211.975,350.6,272.975,84.5,24.3,-35.8,184.595,203,3174.315,340,141,311,591.15,14.05,365,103.651375,62.4507
"Androsace septentrionalis","range",13.5,10.6,0.245999991893768,791.3,11.5,26.2,27.275,22.575,29.675,11,22.7,824,98.475,51.9,64.05,257.975,183.55,230.05,241.15,88.9,78.8,108.595,111.29,141,2323.5,81,91,242,419.4,7.09999999999997,229,237.2877,26.284625
"Androsace septentrionalis","optimum",5.74,6.8,0.216,826.7,23.33,-11.46,35.3,15.86,1.03,15.83,-7.18,547.8,74.2,29.9,27.3,206,97.6,188.2,111.3,29.4,-19.6,-74.1,100.8,122,2774.7,302,95,173,-61.1,11.43,207,-109.755,56.221
"Anemonastrum narcissiflorum","mean",0.72,8.9,0.283,846.3,16.93,-15.23,32.2,8.38,-5.9,11.56,-10.1,1491.9,198.5,72.9,40.2,543.5,247.5,479.9,292,119.5,59.6,-4.4,123.9,168,1612.6,298,105,129,8464116.3,9.01,199,16.655,48.592
"Anemonastrum narcissiflorum","median",0.850000000000023,9,0.308999991416931,731.1,16.35,-13.55,29.1,9.05000000000001,-6.14999999999998,10.95,-8.44999999999999,1453,180.4,67,31.4,499.6,240.4,428.9,265.1,109,53.1,-7.4,100.9,171,1508.7,299,105,123,571.6,8.85000000000002,196,10.332,47.0584
"Anemonastrum narcissiflorum","Q05",-6.24999999999994,5.3,0.166999995708466,567.22,12.05,-27.35,23.24,-2.70999999999996,-19.05,7.35000000000002,-21.45,428.7,92.08,7.14,12.5,241.98,27.36,226.84,30.6,10,-22,-85,55.7,113.95,793.02,265,63,54,219.54,5.25000000000006,135,-146.9197,40.3742
