"name","metric","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","cmi_max","cmi_mean","cmi_min","cmi_range","fgd","gdd0","gddlgd0","gdgfgd0","gsl","gsp","gst","ngd0","longitude","latitude"
"Orites lancifolius","mean",6.18,9.2,0.406,473,19.15,-3.41,22.6,1.45,10.69,12.31,0.16,1428.8,167.8,76.3,25.2,477.9,245.5,273.8,468.9,120.2,32.6,-69.6,189.7,287,2298.8,163,235,252,851.5,8.41,317,147.467,-36.857
"Orites lancifolius","median",5.85000000000002,9.2,0.403000020980835,482.8,18.7500000000001,-3.74999999999994,22.8,0.750000000000057,10.95,11.85,-0.249999999999943,1467.5,173.05,79.95,26.3,489.55,255.6,272.55,482.05,126.2,38.2,-68.4,199.05,307,2147.45,161,237,226,732.15,8.55000000000001,306.5,147.28235,-36.8724
"Orites lancifolius","Q05",4.35000000000002,8.1,0.377999997138977,379.2,17.355,-6.04999999999995,19.4,-1.24999999999994,7.25500000000006,10.655,-2.14999999999998,928.32,99.215,52.4,16.4,277.165,179.52,204.33,248.085,61.105,-8.6,-95.895,139.75,209.5,1758.755,145.85,212.85,167.05,552.88,6.35000000000002,264,146.262525,-37.84356
"Orites lancifolius","Q95",9.24500000000005,10,0.435950012207031,519.1,22.345,-0.0549999999999568,24,7.33000000000002,13.95,15.645,3.74000000000005,1731.365,214.4,90.285,34.495,613.755,292.59,340.26,613.755,165.195,57.4,-47,230.335,340.5,3355,185.15,252,365,1425.69,9.54500000000001,365,148.765925,-35.73355
"Orites lancifolius","range",4.89500000000003,1.9,0.0579500150680542,139.9,4.99,5.995,4.6,8.57999999999996,6.69499999999999,4.99,5.89000000000003,803.045,115.185,37.885,18.095,336.59,113.07,135.93,365.67,104.09,66,48.895,90.585,131,1596.245,39.3,39.15,197.95,872.81,3.19499999999999,101,2.5034,2.11001
"Orites lancifolius","optimum",5.51,9.2,0.402,480.4,18.31,-4.12,22.7,-0.49,11.38,11.39,-0.82,1463.5,197.6,82.7,29.2,552.5,265.1,295.9,548.1,149.3,40.9,-66.4,216.2,322,2002.4,159,240,195,653,8.56,364,147.22,-36.904
"Orthilia secunda","mean",3.96,7.4,0.238,840.6,20.45,-10.75,31.2,10.9,-0.78,14.91,-6.64,1003.9,133.8,44.1,33.5,367.1,148.4,272.4,247.1,89.8,25.8,-47.7,137.5,141,2237.7,310,88,171,4497558.1,11.25,231,-8.546,55.325
"Orthilia secunda","median",4.35000000000002,6.9,0.224000000953674,805.1,20.7500000000001,-10.65,30.4,13.2500000000001,-1.44999999999999,15.35,-6.44999999999999,776.7,99.9,36.2,29.7,272.7,120.8,250.2,154.5,56.4,12.2,-47.7,101.7,134,2317.3,310,88,173,442.3,11.35,226,14.7768,56.8839
"Orthilia secunda","Q05",-0.649999999999977,4.6,0.162999999523163,578.94,15.35,-19.55,23.1,-3.44999999999999,-12.15,10.45,-14.85,501.46,69.2,15.9,16.5,187.52,58.2,152.52,67.6,19.6,-19.78,-111.64,72.22,99.3,1316.24,286.95,55,92,257.42,7.95000000000005,175,-123.20848,43.12028
"Orthilia secunda","Q95",7.85000000000002,11.4,0.35,1233.2,24.2500000000001,-3.54999999999995,42,18.05,13.45,18.35,-0.0499999999999545,2378.24,354,96.7,63.4,970.639999999999,322.78,462.36,856.74,323.359999999999,132.08,10.1799999999999,403,203,3002.08,343,116,247,1045.6,13.85,310.799999999999,64.95812,65.7022
"Orthilia secunda","range",8.5,6.8,0.187000000476837,654.26,8.90000000000003,16,18.9,21.5,25.6,7.89999999999998,14.8,1876.78,284.8,80.8,46.9,783.119999999999,264.58,309.84,789.14,303.759999999999,151.86,121.82,330.78,103.7,1685.84,56.05,61,155,788.179999999999,5.89999999999998,135.799999999999,188.1666,22.58192
"Orthilia secunda","optimum",5.08,6.7,0.201,714.1,20.94,-10.77,29.8,15.96,-1.84,15.67,-7.1,684.7,87.4,33.6,29.1,239.4,108.8,238.5,135.1,42.8,2.5,-50.6,97.6,125,2418.2,308,87,182,-63.8,11.34,225,16.611,59.746
"Orthothecium chryseon","mean",-4.45,5.7,0.191,904.5,11.77,-19.03,30.8,2.87,-7.35,7.71,-15.17,965.4,130.5,42.6,39,346.7,145.9,293.1,231.6,86.5,37.9,-29.6,116.1,190,898.2,272,132,87,90903448.5,7.2,145,-20.675,66.123
"Orthothecium chryseon","median",-3.34999999999997,5.2,0.183000004291534,795.7,12.45,-16.65,27.8,5.75000000000006,-4.74999999999994,8.35000000000002,-12.7499999999999,837.55,122.5,36,31,320,123.05,293.65,192.45,68.4,27,-34.1,107.4,189,900.5,274,131,85,335.45,7.25000000000006,144,13.07165,66.8933
"Orthothecium chryseon","Q05",-14.05,3.1,0.113999998569489,512.215,3.15000000000003,-34.66,18.445,-15.005,-30.55,1.55000000000001,-32.05,267.155,46.9,7.3,21.9,124.125,24.9,86.38,26.49,17.9,-10,-74.24,69.59,151.4,151.4,240,92.95,20.55,66.38,2.35000000000002,78,-150.98853,49.24799
"Orthothecium chryseon","Q95",3.15000000000003,9.2,0.297000002861023,1518.675,19.55,-7.04999999999995,46.955,12.35,6.00500000000002,13.205,-2.84999999999997,1937.41,254.58,95,82.955,693.03,326.48,537.475,547.09,192.19,107.63,34.5899999999999,190.73,239.6,1723.8,306.05,166,149.45,429496729.5,11.35,221,105.746,79.52092
"Orthothecium chryseon","range",17.2,6.1,0.183000004291534,1006.46,16.4,27.61,28.51,27.355,36.555,11.655,29.2,1670.255,207.68,87.7,61.055,568.905,301.58,451.095,520.6,174.29,117.63,108.83,121.14,88.1999999999999,1572.4,66.05,73.05,128.9,429496663.12,9,143,256.73453,30.27293
"Orthothecium chryseon","optimum",-1.34,5.1,0.183,757.6,13.25,-14.94,26.8,8.01,-4.17,8.9,-10.85,635.2,123.5,21.5,27.5,326.9,102.2,313.2,165.4,47.9,15.8,-40.2,110.3,190,927.6,283,129,84,-241.7,6.86,153,15.167,67.989
"Orthothecium rufescens","mean",4.71,7,0.291,620.7,16.89,-7.35,24.2,7.24,2.66,12.83,-3.03,1726.4,208.2,91.1,26.6,575.4,299.7,444.8,443.7,154.1,83.7,6,148.1,150,2226.9,308,87,212,8780854.2,9.21,268,7.362,54.299
"Orthothecium rufescens","median",5.55000000000001,6.8,0.320000004768372,664.75,16.45,-7.44999999999999,26.3,6.90000000000003,2.45000000000005,12.85,-2.44999999999999,1645.35,190.7,91.6,26.65,535.7,298.75,416.65,378,128.8,72.65,4.7,131.6,154.5,2251.2,314,84.5,194,947.15,9.35000000000002,265,8.80785,54.12865
"Orthothecium rufescens","Q05",-2.24999999999994,4,0.179999995231628,356.545,11.795,-15.7499999999999,14.545,-4.30499999999996,-8.04999999999995,7.79500000000004,-11.55,744.655,104.89,33.245,10.8,275.39,110.69,233.54,152.46,51.745,13.3,-60.7,66.2,56.65,885.96,268,44,74,284.135,5.95000000000005,149,-6.04047,44.70191
"Orthothecium rufescens","Q95",9.65000000000003,9.9,0.352999997138977,807.1,23.05,1.35000000000002,29.7,16.55,12.05,18.05,4.40500000000003,3017.56,377.365,148.52,37.6,1018.51,476.92,741.455,957,343.3,190.4,76.53,296.7,218,3546.515,351,135,365,2924.275,12.35,365,20.18231,68.874035
"Orthothecium rufescens","range",11.9,5.9,0.173000001907349,450.555,11.255,17.1,15.155,20.855,20.1,10.255,15.955,2272.905,272.475,115.275,26.8,743.12,366.23,507.915,804.54,291.555,177.1,137.23,230.5,161.35,2660.555,83,91,291,2640.14,6.39999999999998,216,26.22278,24.172125
"Orthothecium rufescens","optimum",7.24,5.3,0.33,690.8,15.78,-8.14,27.8,4.45,8.52,13.09,-2.14,1669.3,184.1,95.4,26.4,525.4,301.2,355.5,307.5,101.5,66.3,0.3,81.8,188,2677.6,326,62,364,-374.3,10.44,364,7.845,46.986
"Oxylobium ellipticum","mean",8.86,8.4,0.434,381.3,19.75,0.29,19.5,6.67,11.21,13.78,3.98,1142.1,131.6,59.4,21.9,370.2,202.7,228.3,349.5,88.1,12.8,-70.3,158.4,159,3233.7,166,231,333,1041.3,9.19,356,147.628,-39.206
"Oxylobium ellipticum","median",8.85000000000002,8.8,0.434999990463257,341.7,19.55,0.0500000000000114,18.7,6.05000000000001,11.2500000000001,13.7500000000001,3.85000000000002,1009,111,55.8,21.1,313.7,188.7,220.3,300.7,69.6,0.5,-75.4,152.7,206,3230.3,166,231,365,907,8.95000000000005,365,147.3064,-41.0044
"Oxylobium ellipticum","Q05",5.35000000000002,4.9,0.381399993896484,244.12,15.65,-4.54999999999995,12.64,0.250000000000057,6.49000000000003,10.45,-0.909999999999979,616.76,64.2,36.7,13.4,179.9,127.94,140.34,154.74,20.3,-34.5,-104.66,106.74,6,1983.98,147,208.45,202.4,587.7,6.35000000000002,290.4,145.95324,-43.06956
"Oxylobium ellipticum","Q95",12.45,10.4,0.478999996185303,512.52,24.7500000000001,6.41000000000003,24.3,15.2500000000001,15.35,17.85,9.01000000000002,2037.88,248.64,90,33.8,711.4,316.04,336.3,692.2,211.5,98.1199999999999,-12.94,232.28,325,4534.7,186.55,250.55,365,2037.88,12.15,365,149.56742,-35.44014
"Oxylobium ellipticum","range",7.10000000000002,5.5,0.0976000022888184,268.4,9.10000000000002,10.96,11.66,15,8.85999999999999,7.39999999999998,9.91999999999999,1421.12,184.44,53.3,20.4,531.5,188.1,195.96,537.46,191.2,132.62,91.72,125.54,319,2550.72,39.55,42.1,162.6,1450.18,5.80000000000001,74.6,3.61417999999998,7.62942
"Oxylobium ellipticum","optimum",9.19,9.4,0.453,310.2,18.18,-0.49,23.6,2.94,11.49,14.59,3.28,909.8,92.4,52.8,14.9,257.3,173.7,198,213.2,45,-12.8,-84.6,144.2,31,3340.9,163,236,365,852.7,8.73,365,146.834,-42.103
"Oxyria digyna","mean",-0.93,7.2,0.255,738.4,13.85,-14.24,28.1,2.23,-2.19,8.96,-9.84,1566,202.6,71.1,33.4,551,240.2,387.7,416,151.8,73.2,-15.1,166.9,199,1149.2,286,122,99,62808685.2,6.84,177,-19.732,56.597
"Oxyria digyna","median",-0.749999999999943,6.2,0.25,725.65,13.55,-14.35,27.8,4.15000000000003,-1.94999999999999,9.00000000000003,-9.74999999999994,1390.85,173.2,63.9,30.5,469.7,222.55,362.5,332.55,123.2,59.6,-15.9,129.5,201,1069.3,286,124,82,370.55,6.85000000000002,166,7.65965,60.07685
"Oxyria digyna","Q05",-8.24999999999994,3.6,0.149000000953674,394.785,9.15000000000003,-26.25,16.3,-10.35,-18.58,4.55000000000001,-21.95,587.495,81,17.685,16,218.285,65.8,114.285,89.7,32.2,-6.4,-126.14,72.365,146,449.225,257,82,26.8,96.54,3.15000000000003,109,-124.649105,38.86218
"Oxyria digyna","Q95",5.65000000000003,11.9,0.35,1158.15,19.85,-2.93500000000002,39.6,10.7500000000001,10.65,13.05,0.350000000000023,3226.055,430.3,150.5,67.515,1176.295,489.905,738.645,1060.595,391.075,206.7,74.9349999999999,377.405,252,2176.3,320,155,295,429496729.5,10.45,365,43.1759349999999,70.456755
"Oxyria digyna","range",13.9,8.3,0.200999999046326,763.364999999999,10.7,23.315,23.3,21.1,29.23,8.5,22.3,2638.56,349.3,132.815,51.515,958.01,424.105,624.36,970.895,358.875,213.1,201.075,305.04,106,1727.075,63,73,268.2,429496632.96,7.30000000000001,256,167.82504,31.594575
"Oxyria digyna","optimum",-0.4,5.3,0.319,725.8,12.99,-14.95,27.9,7.27,-5.26,9.02,-9.64,1126.8,140.8,60.1,32.6,389.5,229.2,341.4,221.8,94.1,40.4,-22.9,97.1,200,1067,287,131,75,-195,6.83,166,10.945,61.953
"Oxytropis borealis","mean",-2.58,8.9,0.237,1047.4,18.02,-19.91,37.9,7.1,-8.4,11.22,-15.24,640.9,103.3,24.7,50.2,268.3,86.2,228.5,121.2,41.1,-6,-76.7,117.8,165,1392.1,283,119,105,7232192.5,9.12,165,-127.947,55.369
"Oxytropis borealis","median",-2.74999999999994,8.2,0.213000011444092,992,17.65,-19.85,37.5,8.65000000000003,-9.04999999999995,10.85,-14.45,581.1,97.6,20.3,49.6,256,70.7,219.6,87.5,30.9,-4.5,-68.2,104.5,168,1215.4,280,124,101,250.2,9.45000000000005,157,-122.5,58.45
"Oxytropis borealis","Q05",-10.65,4.8,0.130999994277954,805.44,10.59,-29.85,31.8,-9.44999999999999,-21.65,6.15000000000003,-26.45,247.62,45.44,7.94,22.6,113.46,28.64,87.16,32.4,-7.24,-61.54,-148.18,70.08,106,594.4,256,78,52,105.08,5.30000000000004,113,-168.44228,38.6632
"Oxytropis borealis","Q95",5.31000000000003,13.3,0.351599998474121,1449.84,25.55,-9.94999999999999,46.4,14.55,10.97,16.95,-5.34999999999997,1126.76,169.34,54.8,82.5,436.9,188.3,399.82,328.8,108.64,37.12,-31.54,212.94,218,2510.94,314,148,167,464.44,12.35,235,-103.84272,69.86662
"Oxytropis borealis","range",15.96,8.5,0.220600004196167,644.4,14.96,19.9,14.6,24,32.62,10.8,21.1,879.14,123.9,46.86,59.9,323.44,159.66,312.66,296.4,115.88,98.66,116.64,142.86,112,1916.54,58,70,115,359.36,7.04999999999998,122,64.59956,31.20342
"Oxytropis borealis","optimum",-3.02,6.7,0.155,865.2,16.51,-20.07,35.2,8.87,-7.02,8.72,-12.93,470.7,95.2,12.1,33.7,243.2,43.5,212.8,50.8,26.4,-0.6,-60.4,86.9,170,900.2,275,140,88,-37.6,11.13,137,-113.425,63.761
"Oxytropis campestris","mean",1.76,8,0.267,784.8,17.29,-12.66,30,7.82,-3.35,11.94,-8.1,1135.4,140.5,57.8,31.3,383.2,197.8,335.6,232.3,79.6,28.5,-34.5,114.1,156,1733.2,293,106,151,17212638.6,8.92,217,-32.165,50.647
"Oxytropis campestris","median",1.35000000000002,8.7,0.299000000953674,723.6,17.2500000000001,-13.45,29,8.85000000000002,-5.44999999999999,11.9,-8.44999999999999,1097.75,132,48.8,25,354.55,171.35,292.75,199.8,67.2,20.8,-49.15,102.5,163,1605.4,297,108,133,433.15,9.05000000000001,196,6.7409,47.09825
"Oxytropis campestris","Q05",-4.04999999999995,2.7,0.137000000476837,585.385,11.7500000000001,-21.85,19.5,-5.74999999999994,-12.95,6.55000000000001,-17.05,381.14,55.7,10.1,11.6,156.985,40.5,140.385,48.185,8.785,-32,-96,68.185,64,716.65,269,64,52,184,4.55000000000001,140,-137.83379,42.69881
"Oxytropis campestris","Q95",7.85000000000002,11.4,0.353999996185303,1207.68,23.95,-1.14999999999998,42,15.95,11.05,16.95,0.950000000000045,2193.835,263.73,133.5,65.3299999999999,735.605,440.045,700.145,523.76,183.1,118.23,68.3,182.715,230.9,2887.2,325,138.9,317,1064.105,12.45,365,16.864315,62.448305
"Oxytropis campestris","range",11.9,8.7,0.216999995708466,622.294999999999,12.2,20.7,22.5,21.7,24,10.4,18,1812.695,208.03,123.4,53.7299999999999,578.62,399.545,559.76,475.575,174.315,150.23,164.3,114.53,166.9,2170.55,56,74.8999999999996,265,880.104999999999,7.90000000000003,225,154.698105,19.749495
"Oxytropis campestris","optimum",0.12,9.4,0.314,717,18.44,-14.17,28.7,15.58,-7.38,15.7,-9.12,536.9,61.5,26,23.3,178.4,82.2,171.6,90.2,24.2,-20.1,-73,100.9,187,1165,295,116,150,-83.6,9.03,188,9.643,45.982
"Oxytropis deflexa","mean",-2.1,10,0.257,1090.6,19.02,-21.06,40.1,8.71,-9.98,12,-15.74,601.5,95.4,23.3,51.3,249,82.8,228.2,102,32,-11.7,-76.1,108,159,1516.2,286,115,114,1449314,9.7,172,-65.25,52.026
"Oxytropis deflexa","median",-1.24999999999994,10.5,0.263000011444092,999.45,19.35,-19.85,38.6,10.2500000000001,-9.79999999999995,12.15,-13.95,535.2,91.45,17.9,46.5,236.45,62.8,220.9,73.15,23.7,-10.35,-75,98.1,157,1483.3,286,113,117,261.95,10.15,172,-108.37645,51.4416
"Oxytropis deflexa","Q05",-11.15,5.6,0.126999998092651,769.62,12.155,-35.645,32.7,-8.54999999999995,-25.95,6.55000000000001,-32.44,283.79,48.025,3.9,16.505,126.115,13.905,106.4,15.3,-6.595,-55.4,-135.39,60.45,113,652.235,260,81,50,120.225,5.43000000000004,116,-147.39914,37.660125
"Oxytropis deflexa","Q95",4.65000000000003,13.8,0.382999992370606,1634.345,24.85,-11.35,52.1,16.2500000000001,9.45000000000005,16.945,-5.84999999999997,1258.435,160.58,62.295,101.08,428.645,235.765,393.395,330.865,107.495,33.3,-24.805,191.39,222,2450.77,312,150.95,170,453.7,12.85,230,141.11055,69.31557
"Oxytropis deflexa","range",15.8,8.2,0.255999994277954,864.725,12.695,24.295,19.4,24.8,35.4,10.395,26.59,974.645,112.555,58.395,84.575,302.53,221.86,286.995,315.565,114.09,88.7,110.585,130.94,109,1798.535,52,69.95,120,333.475,7.41999999999998,114,288.50969,31.655445
"Oxytropis deflexa","optimum",-0.39,12.5,0.335,850.7,19.81,-15.09,36.1,11.15,-8.97,13.92,-9.42,414.3,95.9,13.2,42.3,238,48.8,218.5,60.2,20,-3.4,-80,87.9,161,1738,280,105,143,-50.6,10.92,184,-110.387,39.191
"Oxytropis maydelliana","mean",-8.5,6,0.149,1258.8,13.57,-27.44,41,6.11,-17.96,8.02,-23.6,589.4,102,21.5,55.3,263.9,73.8,238.2,94.3,47.8,10.8,-46,93.8,186,831.8,267,142,78,9292216.7,7.3,126,-84.091,65.59
"Oxytropis maydelliana","median",-8.64999999999998,6.1,0.138999998569489,1254.1,13.7500000000001,-27.95,40.7,6.75000000000006,-18.85,7.95000000000005,-24.05,542.1,92,17.5,55.4,240,61.7,213.15,75.6,36.4,7.1,-47.8,85.5,185,792.4,266,144,79,200.1,7.45000000000005,122,-127.80115,65.4923
"Oxytropis maydelliana","Q05",-13.45,3.9,0.112999999523163,920.485,8.85000000000002,-35.995,30.555,0.56000000000004,-31.75,4.35000000000002,-31.85,249.545,45.255,7.9,32.1,120.23,26.955,109.615,27.3,12.7,-10.145,-69.29,58.955,159.65,421.3,251,117.5,46,92.05,4.35000000000002,97,-173.93,59.94064
"Oxytropis maydelliana","Q95",-2.54999999999995,7.9,0.210449990034103,1573.345,17.85,-18.505,51.5,10.7500000000001,-2.30499999999996,11.595,-14.95,1118.44,196.135,43.29,82.5,493.69,149.785,463.255,220.135,122.27,49.1299999999999,-20.41,153,214.35,1317.8,282,160,110.35,500.269999999999,10.05,160,176.4777,70.136585
"Oxytropis maydelliana","range",10.9,4,0.0974499905109405,652.86,9,17.49,20.945,10.19,29.445,7.24499999999999,16.9,868.895,150.88,35.39,50.4,373.46,122.83,353.64,192.835,109.57,59.2749999999999,48.88,94.045,54.6999999999999,896.5,31,42.5,64.3499999999999,408.219999999999,5.69999999999999,63,350.4077,10.195945
"Oxytropis maydelliana","optimum",-8.83,6.3,0.134,1214.3,14.15,-27.92,39.9,6.37,-12.26,7.84,-24.19,585.4,87.8,11.8,60,235,42.3,189.5,45.4,28.2,7.7,-48.3,79.1,184,769.6,269,145,81,-61.3,7.62,119,-146.788,68.743
"Oxytropis nigrescens","mean",-10.1,6.2,0.15,1341.6,13.24,-29.48,42.7,5.88,-20.08,7.75,-25.99,636.8,105.8,23.4,54.2,277.4,80.6,253,109.9,54.3,15.8,-39.1,93.4,189,782.5,262,145,72,17325114.4,7.2,119,-16.844,67.187
"Oxytropis nigrescens","median",-11.35,6,0.132500004768372,1399.4,13.45,-31.15,44.2,6.35000000000002,-21.3,7.75000000000006,-27.85,534.35,97.2,17.5,53.45,254.25,63.35,242.25,78.55,40.95,9.45,-42.6,83.6,187,748.35,261,148,72,202.5,7.35000000000002,114,-96.9891,68.7127
"Oxytropis nigrescens","Q05",-15.2499999999999,4.4,0.108000004291534,815.125,8.65000000000003,-37.85,28.175,-1.54999999999995,-32.75,3.95000000000005,-34.725,239.825,43.8,7.5,23.1,116.55,24.525,106.325,25.4,12.525,-10.6,-69.15,64.5,159,371.125,249,117,33,60.2,3.95000000000005,88,-157.958875,58.511675
"Oxytropis nigrescens","Q95",-1.84999999999997,8.6,0.230749994516373,1718.3,17.15,-14.7749999999999,52.6,11.05,-1.24999999999994,11.2250000000001,-11.35,1351.3,200.975,62.95,88.05,537.525,203.375,466.3,286.6,137.525,70.4,1.975,153.2,223,1250.9,280,164,109,549.05,9.95000000000005,163,143.45975,74.45345
"Oxytropis nigrescens","range",13.4,4.2,0.122749990224838,903.175,8.5,23.075,24.425,12.6,31.5,7.27500000000001,23.375,1111.475,157.175,55.45,64.95,420.975,178.85,359.975,261.2,125,81,71.125,88.7,64,879.775,31,47,76,488.85,6,75,301.418625,15.941775
"Oxytropis nigrescens","optimum",-13.46,5.9,0.123,1501.3,14.1,-35.16,45.5,6.24,-29.88,7.37,-31.8,447.5,55.4,11.2,42.1,146.1,36.4,133.6,40.8,34,5.1,-45.8,79.1,186,691.2,261,154,71,-74.1,7.58,109,-134.823,69.425
"Oxytropis sordida","mean",-1.79,5.3,0.17,927.4,15.01,-16.54,31.6,9.52,-8.48,10.55,-13.13,767.8,102,37.9,32.1,272.5,123.5,268.1,151.6,59.3,23.1,-24.9,84.2,176,1309,289,122,111,1191154.3,8.65,169,41.486,67.435
"Oxytropis sordida","median",-0.0499999999999545,5.4,0.17150000333786,872.6,14.85,-14.45,30.4,9.65000000000003,-6.14999999999998,10.15,-10.7499999999999,727.65,95,36.15,31.9,253.9,116.5,251.15,146.9,53.75,19.7,-25.85,80.3,179,1217.5,292,117,114,338.85,8.55000000000001,176,30.7809,67.8481
"Oxytropis sordida","Q05",-11.95,3.3,0.125999999046326,591.115,10.055,-30.94,19.9,0.650000000000034,-22.15,5.45000000000005,-27.445,406.115,56.8,18.205,21.305,153.62,62.2,146.8,75.025,30.6,0.310000000000001,-56.785,67.305,134,540.99,261,88.05,48,104.205,4.94000000000004,109,24.415725,60.782445
"Oxytropis sordida","Q95",4.64500000000004,6.5,0.205949994325638,1431.295,20.7500000000001,-8.14999999999998,44.695,15.65,-0.0499999999999545,15.7500000000001,-5.05499999999995,1167.94,163.89,56.995,43.4,424.875,183.39,422.665,224.285,102.45,57.6,18.995,108.7,214,2286.87,317,158,178,421.885,11.95,230,101.02559,71.76325
"Oxytropis sordida","range",16.595,3.2,0.0799499952793122,840.180000000001,10.695,22.79,24.795,15,22.1,10.3,22.39,761.825,107.09,38.79,22.095,271.255,121.19,275.865,149.26,71.8500000000001,57.29,75.78,41.395,80,1745.88,56,69.95,130,317.68,7.01,121,76.609865,10.980805
"Oxytropis sordida","optimum",0.36,5.5,0.174,845.4,14.81,-14.48,30.1,9.64,-2.46,9.54,-10.49,695.6,90.5,33.5,32.4,243.3,108,242,139.8,50.2,10.5,-22.3,74.4,185,1200.8,292,112,122,-29.6,8.12,182,30,70.1
"Pachypleurum mutellinoides","mean",-2.46,8.8,0.285,852.2,13.96,-18.18,32.1,3.28,-7.98,8.61,-13.23,1610.8,193.6,89.5,28.8,531.1,302.2,483.5,332.3,125.7,72.4,12.6,113.1,200,1062.6,286,124,84,59149411.7,6.84,164,27.111,49.662
"Pachypleurum mutellinoides","median",-1.74999999999994,9.2,0.310999989509583,724.8,13.65,-16.15,29.1,5.05000000000001,-8.54999999999995,8.25000000000006,-10.95,1699.15,197.55,91.8,22.5,536,314.6,460.4,338.7,128.15,74.7,12.75,106.5,201,962.7,288,126,79,435,6.75000000000006,162,8.0561,46.39745
"Pachypleurum mutellinoides","Q05",-12.15,5.5,0.122000002861023,667.385,10.05,-33.15,27.4,-8.54999999999995,-26.25,4.85000000000002,-29.265,439.37,71.765,10.585,9.8,188.725,37.185,184.535,42.225,28.385,-2.2,-61.815,67.4,142,484.78,258,83.6,23,100.565,2.75000000000006,106,6.04015,44.864885
"Pachypleurum mutellinoides","Q95",3.86500000000004,10.4,0.348000001907349,1491.88,19.2500000000001,-10.2499999999999,47.515,12.15,9.55000000000001,13.65,-5.04999999999995,2523.215,291.73,160.5,77.915,814.475,519.85,804.375,577.63,209.43,141.96,95.115,178.66,252,2044.26,314,156,158,429496729.5,11.15,232.2,102.08507,69.610105
"Pachypleurum mutellinoides","range",16.015,4.9,0.225999999046326,824.495,9.20000000000005,22.9,20.115,20.7,35.8,8.80000000000001,24.215,2083.845,219.965,149.915,68.115,625.75,482.665,619.84,535.405,181.045,144.16,156.93,111.26,110,1559.48,56,72.4,135,429496628.935,8.39999999999998,126.2,96.04492,24.74522
"Pachypleurum mutellinoides","optimum",-1.33,9.6,0.319,725.1,13.3,-15.63,28.9,7.56,-9.09,7.88,-10.5,1761.2,204.4,95.4,12.6,542.7,321.5,419.1,279.2,125,78.6,21.7,87.3,197,926.2,291,127,68,-183.2,6.46,162,6.736,45.229
"Packera cana","mean",4.22,11.6,0.322,869.6,24.44,-11.73,36.2,6.63,2.08,15.67,-6.59,641.1,100.3,22.6,46.9,263.6,77.9,155.4,167.7,40.4,-29.8,-121.7,162,134,2359.1,309,88,132,4116868,10.58,228,-113.343,44.736
"Packera cana","median",4.25000000000006,11.6,0.321000003814697,857.3,24.35,-11.7499999999999,35.8,8.25000000000006,-3.84999999999997,15.7500000000001,-6.64999999999998,506.1,83.6,16.8,46.9,214.4,58.3,147.8,95.2,16.7,-36.1,-129.3,140.5,124,2344.5,308,86,131,265,11.05,224,-113.8747,44.3781
"Packera cana","Q05",-2.24999999999994,9.6,0.266000008583069,700.38,17.7500000000001,-19.15,31.6,-7.84999999999997,-12.95,9.25000000000006,-13.45,283.94,38.4,7.8,20.78,98.7,28.98,43.6,30.78,-15.3,-70.24,-174.8,77.78,69,1037.88,280,36,62.45,109.66,6.55000000000001,150,-121.4864,37.5332
"Packera cana","Q95",9.77000000000003,13.4,0.384999990463257,1084.56,30.55,-4.14999999999998,41.8,17.45,20.17,21.2500000000001,0.450000000000045,1431.82,221.38,60,72.8,614.62,201.84,319.34,604.78,182.48,37.64,-57,317.22,228,3671.9,337,134,190,451.9,13.15,332.2,-103.75716,51.33818
"Packera cana","range",12.02,3.8,0.118999981880188,384.18,12.8,15,10.2,25.3,33.12,12,13.9,1147.88,182.98,52.2,52.02,515.92,172.86,275.74,574,197.78,107.88,117.8,239.44,159,2634.02,57,98,127.55,342.24,6.60000000000002,182.2,17.72924,13.80498
"Packera cana","optimum",3.75,11.5,0.317,840.7,22.92,-11.16,35.2,11.94,-7.34,17.94,-6.67,384,72.3,11.3,62.2,188.8,39.5,60,47.4,2.3,-58.3,-144.6,123.2,106,1834.5,307,84,134,-56.3,11.41,222,-113.775,44.27
"Packera crocata","mean",1.14,12.7,0.344,854,21.26,-15.57,36.8,6.9,-2.1,12.55,-9.31,767,95,40.3,26.6,253.8,140.8,217.2,161,33.9,-20.6,-106.7,140.6,168,1663.3,296,110,111,273.9,9.82,187,-107.876,39.406
"Packera crocata","median",1.15000000000003,12.7,0.346000003814697,850.5,20.65,-15.45,36.8,9.05000000000004,-7.49999999999997,11.95,-9.34999999999997,773.1,94.05,38.6,25.25,257.45,133.4,209.6,148.75,32.25,-18.3,-104.1,138.85,172,1541.35,296,111,115.5,260.95,9.95000000000005,187,-106.87285,39.29215
"Packera crocata","Q05",-3.44999999999999,10.995,0.300999999046326,742.14,16.645,-21.055,32.995,-8.34999999999997,-14.05,7.85000000000002,-14.05,322.82,44.255,15.53,13.475,114.99,52.47,78.25,58.78,-4.885,-63.92,-159.435,92.98,109,849.515,276,70.95,59.95,178.175,6.23000000000006,137,-111.6779,36.93927
"Packera crocata","Q95",6.26500000000005,14.51,0.383049992322922,975.775,27.35,-10.435,40.705,13.06,16.7600000000001,18.36,-4.34499999999997,1212.33,156.735,68.505,47.25,407.315,241,364.205,285.29,79.545,20.375,-54.665,193.455,214.1,2831.435,318.05,140,152.05,417.44,12.7500000000001,247.2,-105.61275,41.74257
