"GBIF_name" "SCIENTIFIC_NAME" "AUTHOR" "STATUS" "FAMILY" "ACCEPTED_SPECIES" "ACCEPTED_AUTHOR" "n_sci" "one_is_acc" "all_unresolved" "just_one_syn" "one_is_un" "non_vasc_typo" "SPECIES_NAME" "ITEX_name" "n_occ"
"Hieracium triste" "Hieracium gracile" "Froel." "Synonym" "Compositae" "Hieracium froelichianum" "H.Buek" 3 FALSE FALSE FALSE FALSE FALSE "Hieracium triste" "Hieracium triste" 1979
"Hieracium umbellatum" "Hieracium umbellatum" "L." "Accepted" "Compositae" "Hieracium umbellatum" "L." 2 TRUE FALSE FALSE FALSE FALSE "Hieracium umbellatum" "Hieracium umbellatum" 198262
"Hieracium umbellatum" "Hieracium umbellatum" "(Üksip) Tzvelev" "Synonym" "Compositae" "Hieracium umbellatum subsp. filifolium" "(Üksip) Tzvelev" 2 TRUE FALSE FALSE FALSE FALSE "Hieracium umbellatum" "Hieracium umbellatum" 198262
"Hierochloe alpina" "Hierochloe alpina" "(Sw.) Roem. & Schult." "Accepted" "Poaceae" "Hierochloe alpina" "(Sw.) Roem. & Schult." 1 TRUE FALSE FALSE FALSE FALSE "Hierochloe alpina" "Hierochloe alpina" 3133
"Hierochloe odorata" "Hierochloe odorata" "(L.) P.Beauv." "Accepted" "Poaceae" "Hierochloe odorata" "(L.) P.Beauv." 1 TRUE FALSE FALSE FALSE FALSE "Hierochloe odorata" "Hierochloe odorata" 14129
"Hierochloe pauciflora" "Hierochloe pauciflora" "R.Br." "Accepted" "Poaceae" "Hierochloe pauciflora" "R.Br." 1 TRUE FALSE FALSE FALSE FALSE "Hierochloe pauciflora" "Hierochloe pauciflora" 384
"Hippuris vulgaris" "Hippuris vulgaris" "L." "Accepted" "Plantaginaceae" "Hippuris vulgaris" "L." 1 TRUE FALSE FALSE FALSE FALSE "Hippuris vulgaris" "Hippuris vulgaris" 65535
"Homogyne alpina" "Homogyne alpina" "(L.) Cass." "Accepted" "Compositae" "Homogyne alpina" "(L.) Cass." 1 TRUE FALSE FALSE FALSE FALSE "Homogyne alpina" "Homogyne alpina" 77602
"Huperzia selago" "Huperzia selago" "(L.) Bernh. ex Schrank & Mart." "Accepted" "Lycopodiaceae" "Huperzia selago" "(L.) Bernh. ex Schrank & Mart." 1 TRUE FALSE FALSE FALSE FALSE "Huperzia selago" "Huperzia selago" 33793
"Hylocomium pyrenaicum" "Hylocomium pyrenaicum" "(Spruce) Lindb." "Accepted" "Hylocomiaceae" "Hylocomium pyrenaicum" "(Spruce) Lindb." 1 TRUE FALSE FALSE FALSE FALSE "Hylocomium pyrenaicum" "Hylocomium pyrenaicum" 860
"Hylocomium splendens" "Hylocomium splendens" "(Hedw.) Schimp." "Accepted" "Hylocomiaceae" "Hylocomium splendens" "(Hedw.) Schimp." 1 TRUE FALSE FALSE FALSE FALSE "Hylocomium splendens" "Hylocomium splendens" 167190
"Hymenoxys grandiflora" "Hymenoxys grandiflora" "(Torr. & A.Gray ex Torr. & A.Gray) K.F.Parker" "Accepted" "Compositae" "Hymenoxys grandiflora" "(Torr. & A.Gray ex Torr. & A.Gray) K.F.Parker" 1 TRUE FALSE FALSE FALSE FALSE "Hymenoxys grandiflora" "Hymenoxys grandiflora" 1975
"Hypnum bambergeri" "Hypnum bambergeri" "Schimp." "Accepted" "Hypnaceae" "Hypnum bambergeri" "Schimp." 1 TRUE FALSE FALSE FALSE FALSE "Hypnum bambergeri" "Hypnum bambergeri" 1248
"Hypnum cupressiforme" "Hypnum cupressiforme" "Hedw." "Accepted" "Hypnaceae" "Hypnum cupressiforme" "Hedw." 1 TRUE FALSE FALSE FALSE FALSE "Hypnum cupressiforme" "Hypnum cupressiforme" 268369
"Hypnum hamulosum Schimp." "Hypnum hamulosum" "Schimp." "Accepted" "Hypnaceae" "Hypnum hamulosum" "Schimp." 1 TRUE FALSE FALSE FALSE FALSE "Hypnum hamulosum" "Hypnum hamulosum" 0
"Hypnum procerrimum" "Hypnum procerrimum" "Molendo" "Accepted" "Hypnaceae" "Hypnum procerrimum" "Molendo" 1 TRUE FALSE FALSE FALSE FALSE "Hypnum procerrimum" "Hypnum procerrimum" 153
"Hypnum revolutum (Mitt.) Lindb." "Hypnum revolutum" "(Mitt.) Lindb." "Accepted" "Hypnaceae" "Hypnum revolutum" "(Mitt.) Lindb." 1 TRUE FALSE FALSE FALSE FALSE "Hypnum revolutum" "Hypnum revolutum" 0
"Hypochaeris radicata" "Hypochaeris radicata" "L." "Unresolved" "Compositae" "Hypochaeris radicata" "L." 1 FALSE TRUE FALSE TRUE FALSE "Hypochaeris radicata" "Hypochaeris radicata" 737495
"Iranecio taraxacifolius" "Senecio taraxacifolius" "(M.Bieb.) DC." "Synonym" "Compositae" "Iranecio taraxacifolius" "(M.Bieb.) C.Jeffrey" 1 FALSE FALSE TRUE FALSE FALSE "Iranecio taraxacifolius" "Iranecio taraxacifolius" 16
"Iris potaninii" "Iris potaninii" "Maxim." "Accepted" "Iridaceae" "Iris potaninii" "Maxim." 1 TRUE FALSE FALSE FALSE FALSE "Iris potaninii" "Iris potaninii" 508
"Isopterygiopsis pulchella" "Isopterygiopsis pulchella" "(Hedw.) Z. Iwats." "Accepted" "Plagiotheciaceae" "Isopterygiopsis pulchella" "(Hedw.) Z. Iwats." 1 TRUE FALSE FALSE FALSE FALSE "Isopterygiopsis pulchella" "Isopterygiopsis pulchella" 4929
"Juncus albescens" "Juncus albescens" "Satake" "Synonym" "Juncaceae" "Juncus concinnus" "D.Don" 2 FALSE FALSE FALSE FALSE FALSE "Juncus albescens" "Juncus albescens" 1218
"Juncus albescens" "Juncus albescens" "(Lange) Fernald" "Synonym" "Juncaceae" "Juncus triglumis subsp. albescens" "(Lange) Hultén" 2 FALSE FALSE FALSE FALSE FALSE "Juncus albescens" "Juncus albescens" 1218
"Juncus alpinoarticulatus" "Juncus alpinoarticulatus" "Chaix" "Accepted" "Juncaceae" "Juncus alpinoarticulatus" "Chaix" 1 TRUE FALSE FALSE FALSE FALSE "Juncus alpinoarticulatus" "Juncus alpinoarticulatus" 78366
"Juncus arcticus" "Juncus arcticus" "Willd." "Accepted" "Juncaceae" "Juncus arcticus" "Willd." 1 TRUE FALSE FALSE FALSE FALSE "Juncus arcticus" "Juncus arcticus" 10575
"Juncus beringensis" "Juncus beringensis" "Buchenau" "Accepted" "Juncaceae" "Juncus beringensis" "Buchenau" 1 TRUE FALSE FALSE FALSE FALSE "Juncus beringensis" "Juncus beringensis" 292
"Juncus biglumis" "Juncus biglumis" "L." "Accepted" "Juncaceae" "Juncus biglumis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Juncus biglumis" "Juncus biglumis" 12469
"Juncus castaneus" "Juncus castaneus" "Sm." "Accepted" "Juncaceae" "Juncus castaneus" "Sm." 2 TRUE FALSE FALSE FALSE FALSE "Juncus castaneus" "Juncus castaneus" 8663
"Juncus castaneus" "Juncus castaneus" "Clairv." "Synonym" "Juncaceae" "Juncus jacquinii" "L." 2 TRUE FALSE FALSE FALSE FALSE "Juncus castaneus" "Juncus castaneus" 8663
"Juncus drummondii" "Juncus drummondii" "E.Mey." "Accepted" "Juncaceae" "Juncus drummondii" "E.Mey." 1 TRUE FALSE FALSE FALSE FALSE "Juncus drummondii" "Juncus drummondii" 2191
"Juncus filiformis" "Juncus filiformis" "L." "Accepted" "Juncaceae" "Juncus filiformis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Juncus filiformis" "Juncus filiformis" 128174
"Juncus trifidus" "Juncus trifidus" "L." "Accepted" "Juncaceae" "Juncus trifidus" "L." 1 TRUE FALSE FALSE FALSE FALSE "Juncus trifidus" "Juncus trifidus" 38503
"Juncus triglumis" "Juncus triglumis" "L." "Accepted" "Juncaceae" "Juncus triglumis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Juncus triglumis" "Juncus triglumis" 21136
"Juniperus communis" "Juniperus communis" "L." "Accepted" "Cupressaceae" "Juniperus communis" "L." 2 TRUE FALSE FALSE FALSE FALSE "Juniperus communis" "Juniperus communis" 669556
"Juniperus communis" "Juniperus communis" "Thunb." "Synonym" "Cupressaceae" "Juniperus rigida" "Siebold & Zucc." 2 TRUE FALSE FALSE FALSE FALSE "Juniperus communis" "Juniperus communis" 669556
"Juniperus communis var. saxatilis" "Juniperus communis var. saxatilis" "Pall." "Accepted" "Cupressaceae" "Juniperus communis var. saxatilis" "Pall." 1 TRUE FALSE FALSE FALSE FALSE "Juniperus communis var. saxatilis" "Juniperus communis var. saxatilis" 76003
"Kiaeria glacialis" "Kiaeria glacialis" "(Berggr.) I. Hagen" "Accepted" "Dicranaceae" "Kiaeria glacialis" "(Berggr.) I. Hagen" 1 TRUE FALSE FALSE FALSE FALSE "Kiaeria glacialis" "Kiaeria glacialis" 1236
"Kiaeria starkei" "Kiaeria starkei" "(F. Weber & D. Mohr) I. Hagen" "Accepted" "Dicranaceae" "Kiaeria starkei" "(F. Weber & D. Mohr) I. Hagen" 1 TRUE FALSE FALSE FALSE FALSE "Kiaeria starkei" "Kiaeria starkei" 3500
"Kobresia capillifolia" "Kobresia capillifolia" "(Decne.) C.B.Clarke" "Accepted" "Cyperaceae" "Kobresia capillifolia" "(Decne.) C.B.Clarke" 1 TRUE FALSE FALSE FALSE FALSE "Kobresia capillifolia" "Kobresia capillifolia" 673
"Kobresia humilis" "Kobresia humilis" "(C.A.Mey. ex Trautv.) Serg." "Accepted" "Cyperaceae" "Kobresia humilis" "(C.A.Mey. ex Trautv.) Serg." 1 TRUE FALSE FALSE FALSE FALSE "Kobresia humilis" "Kobresia humilis" 279
"Kobresia myosuroides" "Kobresia myosuroides" "(Vill.) Fiori" "Accepted" "Cyperaceae" "Kobresia myosuroides" "(Vill.) Fiori" 1 TRUE FALSE FALSE FALSE FALSE "Kobresia myosuroides" "Kobresia myosuroides" 10123
"Kobresia myosuroides" "Elyna myosuroides" "(Vill.) Fritsch ex Janch." "Synonym" "Cyperaceae" "Kobresia myosuroides" "(Vill.) Fiori" 2 FALSE FALSE FALSE FALSE FALSE "Kobresia myosuroides" "Kobresia myosuroides" 10123
"Kobresia myosuroides" "Elyna myosuroides" "Fritsch" "Synonym" "Cyperaceae" "Kobresia myosuroides" "(Vill.) Fiori" 2 FALSE FALSE FALSE FALSE FALSE "Kobresia myosuroides" "Kobresia myosuroides" 10123
"Kobresia sibirica" "Kobresia sibirica" "(Turcz.) Boeckeler" "Accepted" "Cyperaceae" "Kobresia sibirica" "(Turcz.) Boeckeler" 1 TRUE FALSE FALSE FALSE FALSE "Kobresia sibirica" "Kobresia sibirica" 236
"Kobresia simpliciuscula" "Kobresia simpliciuscula" "(Wahlenb.) Mack." "Accepted" "Cyperaceae" "Kobresia simpliciuscula" "(Wahlenb.) Mack." 1 TRUE FALSE FALSE FALSE FALSE "Kobresia simpliciuscula" "Kobresia simpliciuscula" 3618
"Koeleria asiatica" "Koeleria asiatica" "Domin" "Accepted" "Poaceae" "Koeleria asiatica" "Domin" 1 TRUE FALSE FALSE FALSE FALSE "Koeleria asiatica" "Koeleria asiatica" 733
"Koeleria pyramidata" "Koeleria cristata" "Griseb." "Synonym" "Poaceae" "Koeleria micrathera" "(Desv.) Griseb." 3 FALSE FALSE FALSE FALSE FALSE "Koeleria pyramidata" "Koeleria pyramidata" 73832
"Koeleria pyramidata" "Koeleria cristata" "Pers." "Synonym" "Poaceae" "Koeleria pyramidata" "(Lam.) P.Beauv." 3 FALSE FALSE FALSE FALSE FALSE "Koeleria pyramidata" "Koeleria pyramidata" 73832
"Koeleria pyramidata" "Koeleria cristata" "(L.) Bertol." "Synonym" "Poaceae" "Rostraria cristata" "(L.) Tzvelev" 3 FALSE FALSE FALSE FALSE FALSE "Koeleria pyramidata" "Koeleria pyramidata" 73832
"Koenigia islandica" "Koenigia islandica" "L." "Accepted" "Polygonaceae" "Koenigia islandica" "L." 1 TRUE FALSE FALSE FALSE FALSE "Koenigia islandica" "Koenigia islandica" 6396
"Kunzea ericifolia" "Kunzea ericifolia" "(Sm.) Heynh." "Accepted" "Myrtaceae" "Kunzea ericifolia" "(Sm.) Heynh." 2 TRUE FALSE FALSE FALSE FALSE "Kunzea ericifolia" "Kunzea ericifolia" 204
"Kunzea ericifolia" "Kunzea ericifolia" "F.Muell." "Synonym" "Myrtaceae" "Kunzea muelleri" "Benth." 2 TRUE FALSE FALSE FALSE FALSE "Kunzea ericifolia" "Kunzea ericifolia" 204
"Lactuca racemosa" "Cicerbita racemosa" "(Willd.) Beauverd" "Synonym" "Compositae" "Lactuca racemosa" "Willd." 1 FALSE FALSE TRUE FALSE FALSE "Lactuca racemosa" "Lactuca racemosa" 284
"Lagotis minor" "Lagotis glauca" "Gaertn." "Synonym" "Plantaginaceae" "Lagotis minor" "(Willd.) Standl." 1 FALSE FALSE TRUE FALSE FALSE "Lagotis minor" "Lagotis minor" 712
"Lagotis minor" "Lagotis minor" "(Willd.) Standl." "Accepted" "Plantaginaceae" "Lagotis minor" "(Willd.) Standl." 1 TRUE FALSE FALSE FALSE FALSE "Lagotis minor" "Lagotis minor" 712
"Lancea tibetica" "Lancea tibetica" "Hook. f. & Thomson" "Accepted" "Phrymaceae" "Lancea tibetica" "Hook. f. & Thomson" 1 TRUE FALSE FALSE FALSE FALSE "Lancea tibetica" "Lancea tibetica" 766
"Ledum decumbens" "Ledum decumbens" "Small" "Accepted" "Ericaceae" "Ledum decumbens" "Small" 2 TRUE FALSE FALSE FALSE FALSE "Ledum decumbens" "Ledum decumbens" 621
"Ledum decumbens" "Ledum decumbens" "(Aiton) Lodd. ex Steud." "Synonym" "Ericaceae" "Ledum palustre subsp. decumbens" "(Aiton) Hultén" 2 TRUE FALSE FALSE FALSE FALSE "Ledum decumbens" "Ledum decumbens" 621
"Ledum palustre L." "Ledum palustre" "L." "Accepted" "Ericaceae" "Ledum palustre" "L." 1 TRUE FALSE FALSE FALSE FALSE "Ledum palustre" "Ledum palustre" 8347
"Ledum palustre subsp. decumbens" "Ledum palustre subsp. decumbens" "(Aiton) Hultén" "Accepted" "Ericaceae" "Ledum palustre subsp. decumbens" "(Aiton) Hultén" 1 TRUE FALSE FALSE FALSE FALSE "Ledum palustre subsp. decumbens" "Ledum palustre subsp. decumbens" 618
"Ledum palustre subsp. groenlandicum" "Ledum palustre subsp. groenlandicum" "(Oeder) Hultén" "Accepted" "Ericaceae" "Ledum palustre subsp. groenlandicum" "(Oeder) Hultén" 1 TRUE FALSE FALSE FALSE FALSE "Ledum palustre subsp. groenlandicum" "Ledum palustre subsp. groenlandicum" 171
"Leiocolea heterocolpos" "Leiocolea heterocolpos" "(Thed.) H. Buch" "Accepted" "Jungermanniaceae" "Leiocolea heterocolpos" "(Thed.) H. Buch" 1 TRUE FALSE FALSE FALSE FALSE "Leiocolea heterocolpos" "Leiocolea heterocolpos" 686
"Leontodon hispidus" "Leontodon hispidus" "L." "Accepted" "Compositae" "Leontodon hispidus" "L." 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontodon hispidus" "Leontodon hispidus" "Cav." "Unresolved" "Compositae" "Leontodon hispidus" "Cav." 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontodon hispidus" "Leontodon hispidus" "Pollich" "Unresolved" "Compositae" "Leontodon hispidus" "Pollich" 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontodon hispidus" "Leontodon hispidus" "Coss. & Bourg. ex Willk. & Lange" "Unresolved" "Compositae" "Leontodon hispidus" "Coss. & Bourg. ex Willk. & Lange" 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontodon hispidus" "Leontodon hispidus" "Scop." "Unresolved" "Compositae" "Leontodon hispidus" "Scop." 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontodon hispidus" "Leontodon hispidus" "Vand." "Unresolved" "Compositae" "Leontodon hispidus" "Vand." 6 TRUE FALSE FALSE TRUE FALSE "Leontodon hispidus" "Leontodon hispidus" 292336
"Leontopodium nanum" "Leontopodium nanum" "(Hook.f. & Thomson ex Hook.f. & Thomson) Hand.-Mazz." "Accepted" "Compositae" "Leontopodium nanum" "(Hook.f. & Thomson ex Hook.f. & Thomson) Hand.-Mazz." 1 TRUE FALSE FALSE FALSE FALSE "Leontopodium nanum" "Leontopodium nanum" 399
"Leptorhynchos squamatus" "Leptorhynchos squamatus" "(Labill.) Less." "Accepted" "Compositae" "Leptorhynchos squamatus" "(Labill.) Less." 1 TRUE FALSE FALSE FALSE FALSE "Leptorhynchos squamatus" "Leptorhynchos squamatus" 11588
"Lesquerella arctica" "Lesquerella arctica" "(Wormsk. ex Hornem.) S.Watson" "Accepted" "Brassicaceae" "Lesquerella arctica" "(Wormsk. ex Hornem.) S.Watson" 1 TRUE FALSE FALSE FALSE FALSE "Lesquerella arctica" "Lesquerella arctica" 411
"Leucanthemopsis alpina" "Leucanthemopsis alpina" "(L.) Heywood" "Accepted" "Compositae" "Leucanthemopsis alpina" "(L.) Heywood" 1 TRUE FALSE FALSE FALSE FALSE "Leucanthemopsis alpina" "Leucanthemopsis alpina" 30189
"Leucanthemum halleri" "Leucanthemum halleri" "Ducommun" "Accepted" "Compositae" "Leucanthemum halleri" "Ducommun" 2 TRUE FALSE FALSE TRUE FALSE "Leucanthemum halleri" "Leucanthemum halleri" 2743
"Leucanthemum halleri" "Leucanthemum halleri" "(Suter) Polatschek" "Unresolved" "Compositae" "Leucanthemum halleri" "(Suter) Polatschek" 2 TRUE FALSE FALSE TRUE FALSE "Leucanthemum halleri" "Leucanthemum halleri" 2743
"Lewisia pygmaea" "Lewisia pygmaea" "(A. Gray) B.L. Rob." "Accepted" "Montiaceae" "Lewisia pygmaea" "(A. Gray) B.L. Rob." 1 TRUE FALSE FALSE FALSE FALSE "Lewisia pygmaea" "Lewisia pygmaea" 1863
"Leymus arenarius" "Elymus arenarius" "L." "Synonym" "Poaceae" "Leymus arenarius" "(L.) Hochst." 2 FALSE FALSE FALSE FALSE FALSE "Leymus arenarius" "Leymus arenarius" 58733
"Leymus arenarius" "Elymus arenarius" "S.G.Gmel." "Synonym" "Poaceae" "Leymus racemosus" "(Lam.) Tzvelev" 2 FALSE FALSE FALSE FALSE FALSE "Leymus arenarius" "Leymus arenarius" 58733
"Leymus mollis" "Leymus mollis" "(Trin.) Pilg." "Accepted" "Poaceae" "Leymus mollis" "(Trin.) Pilg." 1 TRUE FALSE FALSE FALSE FALSE "Leymus mollis" "Leymus mollis" 6147
"Ligularia jamesii" "Ligularia jamesii" "(Hemsl.) Kom." "Accepted" "Compositae" "Ligularia jamesii" "(Hemsl.) Kom." 1 TRUE FALSE FALSE FALSE FALSE "Ligularia jamesii" "Ligularia jamesii" 110
"Ligularia virgaurea" "Ligularia virgaurea" "(Maxim.) Mattf. ex Rehder & Kobuski" "Accepted" "Compositae" "Ligularia virgaurea" "(Maxim.) Mattf. ex Rehder & Kobuski" 1 TRUE FALSE FALSE FALSE FALSE "Ligularia virgaurea" "Ligularia virgaurea" 510
"Ligusticum filicinum" "Ligusticum filicinum" "S. Watson" "Accepted" "Apiaceae" "Ligusticum filicinum" "S. Watson" 1 TRUE FALSE FALSE FALSE FALSE "Ligusticum filicinum" "Ligusticum filicinum" 303
"Ligusticum mutellinoides" "Ligusticum mutellinoides" "Vill." "Accepted" "Apiaceae" "Ligusticum mutellinoides" "Vill." 1 TRUE FALSE FALSE FALSE FALSE "Ligusticum mutellinoides" "Ligusticum mutellinoides" 2980
"Ligusticum tachiroei" "Ligusticum tachiroei" "(Franch. & Sav.) M. Hiroe & Constance" "Accepted" "Apiaceae" "Ligusticum tachiroei" "(Franch. & Sav.) M. Hiroe & Constance" 1 TRUE FALSE FALSE FALSE FALSE "Ligusticum tachiroei" "Ligusticum tachiroei" 165
"Linnaea borealis" "Linnaea borealis" "L." "Accepted" "Caprifoliaceae" "Linnaea borealis" "L." 1 TRUE FALSE FALSE FALSE FALSE "Linnaea borealis" "Linnaea borealis" 127363
"Linum catharticum" "Linum catharticum" "L." "Accepted" "Linaceae" "Linum catharticum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Linum catharticum" "Linum catharticum" 280476
"Loeskypnum badium" "Loeskypnum badium" "(Hartm.) H.K.G. Paul" "Accepted" "Amblystegiaceae" "Loeskypnum badium" "(Hartm.) H.K.G. Paul" 1 TRUE FALSE FALSE FALSE FALSE "Loeskypnum badium" "Loeskypnum badium" 6577
"Loiseleuria procumbens" "Loiseleuria procumbens" "(L.) Loisel." "Accepted" "Ericaceae" "Loiseleuria procumbens" "(L.) Loisel." 2 TRUE FALSE FALSE FALSE FALSE "Loiseleuria procumbens" "Loiseleuria procumbens" 12851
"Loiseleuria procumbens" "Loiseleuria procumbens" "(L.) Desv." "Synonym" "Ericaceae" "Loiseleuria procumbens" "(L.) Loisel." 2 TRUE FALSE FALSE FALSE FALSE "Loiseleuria procumbens" "Loiseleuria procumbens" 12851
"Lomatogonium carinthiacum" "Lomatogonium carinthiacum" "(Wulfen) A.Braun" "Accepted" "Gentianaceae" "Lomatogonium carinthiacum" "(Wulfen) A.Braun" 1 TRUE FALSE FALSE FALSE FALSE "Lomatogonium carinthiacum" "Lomatogonium carinthiacum" 1645
"Lophozia grandiretis" "Lophozia grandiretis" "(Lindb.) Schiffner" "Accepted" "Jungermanniaceae" "Lophozia grandiretis" "(Lindb.) Schiffner" 1 TRUE FALSE FALSE FALSE FALSE "Lophozia grandiretis" "Lophozia grandiretis" 138
"Lophozia jurensis" "Lophozia jurensis" "Meyl. ex K. Müller" "Accepted" "Jungermanniaceae" "Lophozia jurensis" "Meyl. ex K. Müller" 1 TRUE FALSE FALSE FALSE FALSE "Lophozia jurensis" "Lophozia jurensis" 3
"Lophozia serpens" "Lophozia serpens" "Spruce" "Accepted" "Jungermanniaceae" "Lophozia serpens" "Spruce" 1 TRUE FALSE FALSE FALSE FALSE "Lophozia serpens" "Lophozia serpens" 0
"Lophozia wenzelii" "Lophozia wenzelii" "(Nees) Stephani" "Accepted" "Jungermanniaceae" "Lophozia wenzelii" "(Nees) Stephani" 1 TRUE FALSE FALSE FALSE FALSE "Lophozia wenzelii" "Lophozia wenzelii" 2654
"Lotus corniculatus" "Lotus corniculatus" "L." "Accepted" "Leguminosae" "Lotus corniculatus" "L." 1 TRUE FALSE FALSE FALSE FALSE "Lotus corniculatus" "Lotus corniculatus" 889252
"Luetkea pectinata" "Luetkea pectinata" "(Pursh) Kuntze" "Accepted" "Rosaceae" "Luetkea pectinata" "(Pursh) Kuntze" 1 TRUE FALSE FALSE FALSE FALSE "Luetkea pectinata" "Luetkea pectinata" 5119
"Luetkea pectinata" "Saxifraga caespitosa" "A.Gray" "Synonym" "Rosaceae" "Luetkea pectinata" "(Pursh) Kuntze" 1 FALSE FALSE TRUE FALSE FALSE "Luetkea pectinata" "Luetkea pectinata" 5119
"Lupinus arcticus" "Lupinus arcticus" "S.Watson" "Accepted" "Leguminosae" "Lupinus arcticus" "S.Watson" 1 TRUE FALSE FALSE FALSE FALSE "Lupinus arcticus" "Lupinus arcticus" 2368
"Luzula arcuata" "Luzula arcuata" "(Wahlenb.) Sw." "Accepted" "Juncaceae" "Luzula arcuata" "(Wahlenb.) Sw." 1 TRUE FALSE FALSE FALSE FALSE "Luzula arcuata" "Luzula arcuata" 7548
"Luzula confusa" "Luzula confusa" "Lindeb." "Accepted" "Juncaceae" "Luzula confusa" "Lindeb." 1 TRUE FALSE FALSE FALSE FALSE "Luzula confusa" "Luzula confusa" 7602
"Luzula multiflora" "Luzula multiflora" "(Ehrh.) Lej." "Accepted" "Juncaceae" "Luzula multiflora" "(Ehrh.) Lej." 1 TRUE FALSE FALSE FALSE FALSE "Luzula multiflora" "Luzula multiflora" 328741
"Luzula nivalis" "Luzula arctica" "Blytt" "Synonym" "Juncaceae" "Luzula nivalis" "(Laest.) Spreng." 1 FALSE FALSE TRUE FALSE FALSE "Luzula nivalis" "Luzula nivalis" 3154
"Luzula nivalis" "Luzula nivalis" "(Laest.) Spreng." "Accepted" "Juncaceae" "Luzula nivalis" "(Laest.) Spreng." 1 TRUE FALSE FALSE FALSE FALSE "Luzula nivalis" "Luzula nivalis" 3154
"Luzula oligantha" "Luzula oligantha" "Sam." "Accepted" "Juncaceae" "Luzula oligantha" "Sam." 1 TRUE FALSE FALSE FALSE FALSE "Luzula oligantha" "Luzula oligantha" 578
"Luzula parviflora" "Luzula parviflora" "(Ehrh.) Desv." "Accepted" "Juncaceae" "Luzula parviflora" "(Ehrh.) Desv." 1 TRUE FALSE FALSE FALSE FALSE "Luzula parviflora" "Luzula parviflora" 8523
"Luzula pilosa" "Luzula pilosa" "(L.) Willd." "Accepted" "Juncaceae" "Luzula pilosa" "(L.) Willd." 1 TRUE FALSE FALSE FALSE FALSE "Luzula pilosa" "Luzula pilosa" 298800
"Luzula spicata" "Luzula spicata" "(L.) DC." "Accepted" "Juncaceae" "Luzula spicata" "(L.) DC." 1 TRUE FALSE FALSE FALSE FALSE "Luzula spicata" "Luzula spicata" 38390
"Luzula wahlenbergii" "Luzula wahlenbergii" "Rupr." "Accepted" "Juncaceae" "Luzula wahlenbergii" "Rupr." 1 TRUE FALSE FALSE FALSE FALSE "Luzula wahlenbergii" "Luzula wahlenbergii" 3886
"Lycopodium annotinum" "Lycopodium annotinum" "L." "Accepted" "Lycopodiaceae" "Lycopodium annotinum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Lycopodium annotinum" "Lycopodium annotinum" 106383
"Lycopodium clavatum" "Lycopodium clavatum" "L." "Accepted" "Lycopodiaceae" "Lycopodium clavatum" "L." 1 TRUE FALSE FALSE FALSE FALSE "Lycopodium clavatum" "Lycopodium clavatum" 112500
"Lysimachia europaea" "Lysimachia europaea" "(L.) U.Manns & Anderb." "Accepted" "Primulaceae" "Lysimachia europaea" "(L.) U.Manns & Anderb." 1 TRUE FALSE FALSE FALSE FALSE "Lysimachia europaea" "Lysimachia europaea" 180849
"Lysimachia europaea" "Trientalis europaea" "L." "Synonym" "Primulaceae" "Lysimachia europaea" "(L.) U.Manns & Anderb." 1 FALSE FALSE TRUE FALSE FALSE "Lysimachia europaea" "Lysimachia europaea" 180849
"Maianthemum bifolium" "Maianthemum bifolium" "(L.) F.W.Schmidt" "Accepted" "Asparagaceae" "Maianthemum bifolium" "(L.) F.W.Schmidt" 1 TRUE FALSE FALSE FALSE FALSE "Maianthemum bifolium" "Maianthemum bifolium" 290682
"Marchantia alpestris" "Marchantia alpestris" "(Nees) Burgeff" "Accepted" "Marchantiaceae" "Marchantia alpestris" "(Nees) Burgeff" 1 TRUE FALSE FALSE FALSE FALSE "Marchantia alpestris" "Marchantia alpestris" 226
"Marchantia polymorpha" "Marchantia polymorpha" "L." "Accepted" "Marchantiaceae" "Marchantia polymorpha" "L." 1 TRUE FALSE FALSE FALSE FALSE "Marchantia polymorpha" "Marchantia polymorpha" 57226
"Marsupella brevissima" "Marsupella brevissima" "(Dumort.) Grolle" "Accepted" "Gymnomitriaceae" "Marsupella brevissima" "(Dumort.) Grolle" 1 TRUE FALSE FALSE FALSE FALSE "Marsupella brevissima" "Marsupella brevissima" 348
"Matricaria breviradiata" "Matricaria caucasica" "(Willd.) Poir." "Synonym" "Compositae" "Matricaria breviradiata" "(Ledeb.) Rauschert" 1 FALSE FALSE TRUE FALSE FALSE "Matricaria breviradiata" "Matricaria breviradiata" 4
